device;training_samples;validation_samples;test_samples;batch_size;loss_function;random_seed;hidden_layer_size;learning_rate;momentum;epochs;epoch;phase;accuracy;loss;duration
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;3;TRAIN;89.0;0.399869;23.941175
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;3;VAL;89.9;0.371348;20.057125
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;4;TRAIN;89.9;0.357344;20.481727
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;4;VAL;90.5;0.341610;23.377388
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;5;TRAIN;90.6;0.331470;20.842510
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;5;VAL;91.0;0.322190;19.305213
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.5;5;;TEST;91.5;0.306007;5.840370
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;1;TRAIN;74.7;0.915379;21.757894
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;1;VAL;89.6;0.364263;20.191659
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;2;TRAIN;90.6;0.324225;25.453034
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;2;VAL;91.7;0.287497;22.206606
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;3;TRAIN;92.3;0.268521;20.640429
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;3;VAL;92.8;0.253978;19.410670
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;4;TRAIN;93.2;0.233693;21.108626
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;4;VAL;93.6;0.222321;20.140503
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;5;TRAIN;94.1;0.204314;22.981523
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;5;VAL;94.2;0.204494;19.913112
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.1;0.9;5;;TEST;93.9;0.195905;6.421732
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;1;TRAIN;76.0;0.871917;19.240649
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;1;VAL;88.5;0.400950;19.026617
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;2;TRAIN;89.4;0.362527;20.098902
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;2;VAL;90.8;0.320005;19.512145
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;3;TRAIN;91.2;0.299551;20.434824
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;3;VAL;92.2;0.276570;20.210729
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;4;TRAIN;92.6;0.260790;22.158539
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;4;VAL;92.2;0.267894;23.261467
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;5;TRAIN;93.2;0.235535;30.073021
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;5;VAL;93.1;0.239594;28.850051
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.1;5;;TEST;93.2;0.229168;10.802303
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;1;TRAIN;79.9;0.699624;24.248576
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;1;VAL;90.6;0.338679;20.007709
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;2;TRAIN;91.3;0.296887;20.504209
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;2;VAL;92.5;0.261736;19.681019
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;3;TRAIN;93.1;0.241452;20.662902
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;3;VAL;93.6;0.224574;19.363613
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;4;TRAIN;94.2;0.202067;20.725060
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;4;VAL;94.5;0.194380;19.664354
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;5;TRAIN;95.0;0.176508;20.090184
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;5;VAL;94.9;0.177505;19.257742
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.5;5;;TEST;95.1;0.164726;6.289351
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;1;TRAIN;76.2;0.865292;17.444670
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;1;VAL;91.0;0.310052;16.327976
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;2;TRAIN;93.1;0.233548;19.319004
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;2;VAL;94.2;0.195903;18.120828
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;3;TRAIN;95.0;0.168900;19.814485
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;3;VAL;95.1;0.166057;17.670641
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;4;TRAIN;95.6;0.145424;19.580189
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;4;VAL;95.0;0.163447;19.004609
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;5;TRAIN;96.1;0.129475;19.192556
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;5;VAL;95.4;0.153158;17.154523
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;64;0.5;0.9;5;;TEST;95.8;0.144628;5.393672
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;1;TRAIN;23.5;2.266433;18.336587
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;1;VAL;34.6;2.220215;16.865741
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;2;TRAIN;45.2;2.167534;17.438258
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;2;VAL;53.1;2.112159;17.515448
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;3;TRAIN;58.7;2.046927;18.992927
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;3;VAL;63.0;1.979415;16.662452
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;4;TRAIN;66.6;1.902040;19.507443
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;4;VAL;68.7;1.823271;17.948448
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;5;TRAIN;71.1;1.737410;19.693220
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;5;VAL;71.7;1.651988;18.220978
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.1;5;;TEST;72.9;1.637584;6.817431
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;1;TRAIN;29.9;2.229981;19.651945
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;1;VAL;58.3;2.141910;19.741283
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;2;TRAIN;67.2;2.029552;19.790163
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;2;VAL;71.8;1.903233;16.195019
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;3;TRAIN;73.8;1.754761;18.566904
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;3;VAL;76.2;1.599000;18.484848
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;4;TRAIN;77.3;1.444100;19.466584
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;4;VAL;78.3;1.294521;18.839527
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;5;TRAIN;79.5;1.169398;19.088056
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;5;VAL;80.8;1.054862;18.976508
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.5;5;;TEST;81.5;1.031291;6.538500
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;1;TRAIN;46.9;1.969890;19.687944
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;1;VAL;72.8;1.401470;18.010302
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;2;TRAIN;79.9;0.947275;18.050376
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;2;VAL;84.0;0.666942;17.379665
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;3;TRAIN;85.4;0.573562;21.243897
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;3;VAL;86.9;0.503187;18.301712
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;4;TRAIN;87.6;0.468007;21.586532
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;4;VAL;88.3;0.435564;18.975994
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;5;TRAIN;88.5;0.418358;21.744583
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;5;VAL;89.2;0.398734;21.843915
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.01;0.9;5;;TEST;89.6;0.380966;6.772685
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;1;TRAIN;61.7;1.712908;21.234454
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;1;VAL;79.9;1.009764;19.444703
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;2;TRAIN;83.6;0.743762;20.761930
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;2;VAL;85.8;0.582130;19.259840
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;3;TRAIN;86.9;0.517190;20.419152
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;3;VAL;87.8;0.465922;18.505414
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;4;TRAIN;88.3;0.437481;17.331752
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;4;VAL;89.0;0.411041;17.370795
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;5;TRAIN;89.1;0.396061;17.756062
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;5;VAL;89.6;0.379609;16.169951
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.1;5;;TEST;90.0;0.363653;5.097524
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;1;TRAIN;69.0;1.321689;17.261570
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;1;VAL;85.2;0.631330;16.436990
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;2;TRAIN;86.9;0.508312;17.535560
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;2;VAL;88.9;0.426830;16.562477
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;3;TRAIN;89.1;0.398676;17.316069
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;3;VAL;89.9;0.369655;16.466110
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;4;TRAIN;90.0;0.356272;17.863324
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;4;VAL;90.3;0.343639;17.719086
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;5;TRAIN;90.6;0.331331;22.653531
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;5;VAL;91.0;0.322044;18.363559
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.5;5;;TEST;91.2;0.305848;5.441393
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;1;TRAIN;75.5;0.889170;17.902200
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;1;VAL;89.6;0.366149;17.261278
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;2;TRAIN;90.7;0.320058;18.566051
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;2;VAL;91.5;0.292262;17.054582
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;3;TRAIN;92.4;0.262687;17.994768
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;3;VAL;93.1;0.244022;19.462030
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;4;TRAIN;93.7;0.223989;19.300198
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;4;VAL;93.8;0.219940;18.199351
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;5;TRAIN;94.3;0.197796;19.367779
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;5;VAL;94.3;0.198501;17.058738
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.1;0.9;5;;TEST;94.6;0.189876;5.990216
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;1;TRAIN;76.7;0.854400;18.274128
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;1;VAL;86.6;0.431268;17.127497
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;2;TRAIN;89.2;0.369149;19.068068
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;2;VAL;89.8;0.347942;17.623562
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;3;TRAIN;91.5;0.294088;20.898336
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;3;VAL;92.0;0.275835;19.731961
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;4;TRAIN;92.6;0.256337;21.502814
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;4;VAL;92.4;0.257390;19.665545
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;5;TRAIN;93.5;0.226647;21.187726
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;5;VAL;93.8;0.222745;17.348079
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.1;5;;TEST;93.9;0.208507;5.324857
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;1;TRAIN;80.8;0.681615;20.663339
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;1;VAL;90.2;0.348735;19.544152
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;2;TRAIN;91.5;0.297679;21.031223
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;2;VAL;92.5;0.259238;20.368103
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;3;TRAIN;93.1;0.238791;20.640549
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;3;VAL;93.6;0.226734;21.067048
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;4;TRAIN;94.2;0.201682;20.842614
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;4;VAL;94.4;0.198656;20.205268
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;5;TRAIN;95.0;0.174135;21.337246
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;5;VAL;95.0;0.176793;19.774988
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.5;5;;TEST;94.9;0.167152;7.427342
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;1;TRAIN;79.9;0.724629;20.668027
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;1;VAL;92.8;0.245958;19.650613
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;2;TRAIN;94.5;0.183843;22.432899
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;2;VAL;95.4;0.157119;19.938945
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;3;TRAIN;96.1;0.130702;18.551775
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;3;VAL;96.1;0.132123;17.533010
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;4;TRAIN;96.9;0.101722;20.019649
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;4;VAL;96.6;0.116536;21.132477
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;5;TRAIN;97.5;0.082529;21.675493
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;5;VAL;96.9;0.105573;17.414341
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;128;0.5;0.9;5;;TEST;97.1;0.099038;5.612713
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;1;TRAIN;26.3;2.251298;19.756356
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;1;VAL;44.0;2.197547;20.051981
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;2;TRAIN;53.5;2.139449;21.316528
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;2;VAL;60.8;2.078275;17.828657
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;3;TRAIN;64.5;2.008033;18.312984
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;3;VAL;67.7;1.934810;17.820245
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;4;TRAIN;69.8;1.852770;18.969671
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;4;VAL;71.5;1.768947;17.954157
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;5;TRAIN;72.9;1.680375;23.939197
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;5;VAL;74.2;1.591798;24.470049
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.1;5;;TEST;75.3;1.575289;10.307700
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;1;TRAIN;38.5;2.220737;22.730672
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;1;VAL;60.8;2.120179;20.063925
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;2;TRAIN;66.7;1.997168;19.809818
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;2;VAL;70.3;1.857216;19.393471
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;3;TRAIN;72.6;1.700305;20.570765
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;3;VAL;74.4;1.537741;19.424736
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;4;TRAIN;76.2;1.387384;22.652862
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;4;VAL;78.0;1.244204;18.973657
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;5;TRAIN;79.4;1.130335;20.562195
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;5;VAL;80.5;1.025718;19.386056
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.5;5;;TEST;81.4;1.004968;6.403202
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.9;5;1;TRAIN;54.0;1.954877;19.572568
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.9;5;1;VAL;76.0;1.370985;17.387786
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.9;5;2;TRAIN;80.9;0.923375;19.987178
cuda;48000;12000;10000;1024;CrossEntropyLoss();51;256;0.01;0.9;5;2;VAL;84.1;0.652101;19.891875
